project_id,material_id,date,quantity
02d,003,2022-11-30,319.45
02d,003,2022-12-31,304.51
02d,003,2023-01-31,178.21
02d,003,2023-02-28,255.1
02d,003,2023-03-31,264.25
02d,003,2023-04-30,315.03
02d,003,2023-05-31,425.27
02d,003,2023-06-30,236.87
02d,003,2023-07-31,143.47
02d,003,2023-08-31,212.55
02d,003,2023-09-30,279.48
02d,003,2023-10-31,267.95
02d,003,2023-11-30,267.75
02d,003,2023-12-31,188.22
02d,003,2024-01-31,587.56
02d,003,2024-02-29,125.07
02d,003,2024-03-31,159.91
02d,003,2024-04-30,282.89
02d,003,2024-05-31,249.4
02d,003,2024-06-30,192.0
02d,003,2024-07-31,276.52
02d,003,2024-08-31,254.85
02d,003,2024-09-30,210.62
02d,003,2024-10-31,304.69
02d,003,2024-11-30,426.11
02d,003,2024-12-31,287.54
02d,005,2022-01-31,420.83
02d,005,2022-02-28,182.99
02d,005,2022-03-31,256.36
02d,005,2022-04-30,258.81
02d,005,2022-05-31,306.13
02d,005,2022-06-30,327.94
02d,005,2022-07-31,431.13
02d,005,2022-08-31,209.23
02d,005,2022-09-30,200.67
02d,005,2022-10-31,725.11
02d,005,2022-11-30,159.63
02d,005,2022-12-31,165.37
02d,005,2023-01-31,261.36
02d,005,2023-02-28,352.26
02d,005,2023-03-31,1073.95
02d,005,2023-04-30,549.16
02d,005,2023-05-31,563.17
02d,005,2023-06-30,817.08
02d,005,2023-07-31,293.57
02d,005,2023-08-31,148.69
02d,005,2023-09-30,183.81
02d,005,2023-10-31,261.54
02d,005,2023-11-30,228.34
02d,005,2023-12-31,482.78
02d,005,2024-01-31,354.59
02d,005,2024-02-29,98.49
02d,005,2024-03-31,178.53
02d,005,2024-04-30,312.03
02d,005,2024-05-31,209.67
02d,005,2024-06-30,74.63
02d,005,2024-07-31,364.12
02d,005,2024-08-31,121.37
02d,005,2024-09-30,152.71
02d,005,2024-10-31,488.36
02d,005,2024-11-30,264.52
02d,005,2024-12-31,566.59
02d,006,2022-01-31,43.39
02d,006,2022-02-28,55.33
02d,006,2022-03-31,60.74
02d,006,2022-04-30,71.56
02d,006,2022-05-31,68.82
02d,006,2022-06-30,57.81
02d,006,2022-07-31,26.08
02d,006,2022-08-31,29.61
02d,006,2022-09-30,37.54
02d,006,2022-10-31,58.73
02d,006,2022-11-30,43.79
02d,006,2022-12-31,153.82
02d,006,2023-01-31,109.86
02d,006,2023-02-28,70.36
02d,006,2023-03-31,137.68
02d,006,2023-04-30,73.13
02d,006,2023-05-31,63.91
02d,006,2023-06-30,26.43
02d,006,2023-07-31,24.57
02d,006,2023-08-31,9.13
02d,006,2023-09-30,79.65
02d,006,2023-10-31,64.76
02d,006,2023-11-30,72.74
02d,006,2023-12-31,56.91
02d,006,2024-01-31,76.7
02d,006,2024-02-29,91.41
02d,006,2024-03-31,115.03
02d,006,2024-04-30,35.92
02d,006,2024-05-31,170.46
02d,006,2024-06-30,33.68
02d,006,2024-07-31,25.9
02d,006,2024-08-31,64.51
02d,006,2024-09-30,14.68
02d,006,2024-10-31,303.15
02d,006,2024-11-30,34.02
02d,006,2024-12-31,75.46
02d,008,2022-01-31,1589.87
02d,008,2022-02-28,565.2
02d,008,2022-03-31,2001.42
02d,008,2022-04-30,1536.16
02d,008,2022-05-31,417.12
02d,008,2022-06-30,1083.49
02d,008,2022-07-31,165.16
02d,008,2022-08-31,764.52
02d,008,2022-09-30,569.39
02d,008,2022-10-31,491.57
02d,008,2022-11-30,2130.01
02d,008,2022-12-31,441.14
02d,008,2023-01-31,430.34
02d,008,2023-02-28,399.02
02d,008,2023-03-31,914.73
02d,008,2023-04-30,495.0
02d,008,2023-05-31,596.39
02d,008,2023-06-30,974.49
02d,008,2023-07-31,939.88
02d,008,2023-08-31,780.22
02d,008,2023-09-30,615.98
02d,008,2023-10-31,1478.68
02d,008,2023-11-30,1612.83
02d,008,2023-12-31,519.09
02d,008,2024-01-31,924.68
02d,008,2024-02-29,533.44
02d,008,2024-03-31,2243.71
02d,008,2024-04-30,546.72
02d,008,2024-05-31,436.07
02d,008,2024-06-30,680.92
02d,008,2024-07-31,208.92
02d,008,2024-08-31,734.59
02d,008,2024-09-30,179.96
02d,008,2024-10-31,1256.29
02d,008,2024-11-30,441.37
02d,008,2024-12-31,373.82
02d,009,2022-01-31,54.81
02d,009,2022-02-28,30.82
02d,009,2022-03-31,153.37
02d,009,2022-04-30,118.21
02d,009,2022-05-31,27.41
02d,009,2022-06-30,50.32
02d,009,2022-07-31,33.29
02d,009,2022-08-31,113.39
02d,009,2022-09-30,9.45
02d,009,2022-10-31,157.71
02d,009,2022-11-30,51.61
02d,009,2022-12-31,18.01
02d,009,2023-01-31,34.75
02d,009,2023-02-28,208.62
02d,009,2023-03-31,105.31
02d,009,2023-04-30,79.64
02d,009,2023-05-31,127.83
02d,009,2023-06-30,80.81
02d,009,2023-07-31,17.18
02d,009,2023-08-31,88.32
02d,009,2023-09-30,26.29
02d,009,2023-10-31,54.97
02d,009,2023-11-30,36.38
02d,009,2023-12-31,158.05
02d,009,2024-01-31,16.47
02d,009,2024-02-29,82.2
02d,009,2024-03-31,107.3
02d,009,2024-04-30,83.18
02d,009,2024-05-31,122.84
02d,009,2024-06-30,53.49
02d,009,2024-07-31,31.56
02d,009,2024-08-31,15.1
02d,009,2024-09-30,76.67
02d,009,2024-10-31,115.14
02d,009,2024-11-30,42.74
02d,009,2024-12-31,112.91
02d,010,2022-01-31,29.98
02d,010,2022-02-28,8.76
02d,010,2022-03-31,70.36
02d,010,2022-04-30,141.35
02d,010,2022-05-31,111.87
02d,010,2022-06-30,47.11
02d,010,2022-07-31,11.94
02d,010,2022-08-31,65.51
02d,010,2022-09-30,35.43
02d,010,2022-10-31,68.55
02d,010,2022-11-30,178.69
02d,010,2022-12-31,43.1
02d,010,2023-01-31,37.04
02d,010,2023-02-28,102.06
02d,010,2023-03-31,97.45
02d,010,2023-04-30,15.34
02d,010,2023-05-31,59.11
02d,010,2023-06-30,57.25
02d,010,2023-07-31,130.28
02d,010,2023-08-31,28.31
02d,010,2023-09-30,27.77
02d,010,2023-10-31,149.37
02d,010,2023-11-30,211.24
02d,010,2023-12-31,70.44
02d,010,2024-01-31,34.86
02d,010,2024-02-29,67.47
02d,010,2024-03-31,36.36
02d,010,2024-04-30,55.56
02d,010,2024-05-31,167.75
02d,010,2024-06-30,27.09
02d,010,2024-07-31,53.3
02d,010,2024-08-31,138.73
02d,010,2024-09-30,34.84
02d,010,2024-10-31,58.8
02d,010,2024-11-30,97.54
02d,010,2024-12-31,14.23
02d,002,2022-01-31,1133.68
02d,002,2022-02-28,1227.57
02d,002,2022-03-31,2535.73
02d,002,2022-04-30,1865.83
02d,002,2022-05-31,749.84
02d,002,2022-06-30,428.45
02d,002,2022-07-31,1514.08
02d,002,2022-08-31,1108.26
02d,002,2022-09-30,1044.68
02d,002,2022-10-31,3146.29
02d,002,2022-11-30,2640.1
02d,002,2022-12-31,1784.98
02d,002,2023-01-31,8314.2
02d,002,2023-02-28,1295.68
02d,002,2023-03-31,902.73
02d,002,2023-04-30,3206.6
02d,002,2023-05-31,954.21
02d,002,2023-06-30,1239.68
02d,002,2023-07-31,433.69
02d,002,2023-08-31,1292.85
02d,002,2023-09-30,1337.28
02d,002,2023-10-31,2930.64
02d,002,2023-11-30,1074.3
02d,002,2023-12-31,1168.14
02d,002,2024-01-31,2769.15
02d,002,2024-02-29,1031.2
02d,002,2024-03-31,2074.07
02d,002,2024-04-30,702.12
02d,002,2024-05-31,2048.77
02d,002,2024-06-30,736.85
02d,002,2024-07-31,1105.71
02d,002,2024-08-31,3065.33
02d,002,2024-09-30,810.14
02d,002,2024-10-31,2227.26
02d,002,2024-11-30,1961.95
02d,002,2024-12-31,2240.64
02d,003,2022-01-31,104.72
02d,003,2022-02-28,333.76
02d,003,2022-03-31,57.85
02d,003,2022-04-30,148.89
02d,003,2022-05-31,105.06
02d,003,2022-06-30,323.23
02d,003,2022-07-31,105.82
02d,003,2022-08-31,122.44
02d,003,2022-09-30,56.92
02d,003,2022-10-31,61.42
02d,003,2022-11-30,353.95
02d,003,2022-12-31,231.61
02d,003,2023-01-31,178.73
02d,003,2023-02-28,67.65
02d,003,2023-03-31,104.9
02d,003,2023-04-30,92.45
02d,003,2023-05-31,221.28
02d,003,2023-06-30,109.05
02d,003,2023-07-31,243.95
02d,003,2023-08-31,59.26
02d,003,2023-09-30,117.77
02d,003,2023-10-31,122.32
02d,003,2023-11-30,375.53
02d,003,2023-12-31,251.33
02d,003,2024-01-31,54.46
02d,003,2024-02-29,186.02
02d,003,2024-03-31,146.24
02d,003,2024-04-30,204.82
02d,003,2024-05-31,201.43
02d,003,2024-06-30,45.99
02d,003,2024-07-31,187.91
02d,003,2024-08-31,82.44
02d,003,2024-09-30,206.49
02d,003,2024-10-31,227.57
02d,003,2024-11-30,381.39
02d,003,2024-12-31,272.68
02d,004,2022-01-31,14.51
02d,004,2022-02-28,115.14
02d,004,2022-03-31,48.95
02d,004,2022-04-30,54.71
02d,004,2022-05-31,49.89
02d,004,2022-06-30,58.5
02d,004,2022-07-31,79.96
02d,004,2022-08-31,19.59
02d,004,2022-09-30,19.95
02d,004,2022-10-31,31.26
02d,004,2022-11-30,24.69
02d,004,2022-12-31,15.64
02d,004,2023-01-31,119.47
02d,004,2023-02-28,63.92
02d,004,2023-03-31,33.42
02d,004,2023-04-30,48.09
02d,004,2023-05-31,40.04
02d,004,2023-06-30,19.92
02d,004,2023-07-31,36.27
02d,004,2023-08-31,43.56
02d,004,2023-09-30,13.9
02d,004,2023-10-31,52.71
02d,004,2023-11-30,46.77
02d,004,2023-12-31,24.46
02d,004,2024-01-31,46.48
02d,004,2024-02-29,94.21
02d,004,2024-03-31,95.69
02d,004,2024-04-30,28.8
02d,004,2024-05-31,39.25
02d,004,2024-06-30,33.75
02d,004,2024-07-31,17.44
02d,004,2024-08-31,45.16
02d,004,2024-09-30,22.99
02d,004,2024-10-31,23.23
02d,004,2024-11-30,43.99
02d,004,2024-12-31,24.07
02d,005,2022-01-31,204.06
02d,005,2022-02-28,264.8
02d,005,2022-03-31,52.38
02d,005,2022-04-30,32.48
02d,005,2022-05-31,273.24
02d,005,2022-06-30,193.47
02d,005,2022-07-31,126.55
02d,005,2022-08-31,82.79
02d,005,2022-09-30,198.6
02d,005,2022-10-31,378.98
02d,005,2022-11-30,174.94
02d,005,2022-12-31,296.32
02d,005,2023-01-31,201.83
02d,005,2023-02-28,130.77
02d,005,2023-03-31,203.14
02d,005,2023-04-30,93.84
02d,005,2023-05-31,79.92
02d,005,2023-06-30,262.81
02d,005,2023-07-31,171.36
02d,005,2023-08-31,115.2
02d,005,2023-09-30,335.11
02d,005,2023-10-31,177.84
02d,005,2023-11-30,280.48
02d,005,2023-12-31,178.07
02d,005,2024-01-31,217.44
02d,005,2024-02-29,87.03
02d,005,2024-03-31,59.1
02d,005,2024-04-30,108.26
02d,005,2024-05-31,80.19
02d,005,2024-06-30,100.53
02d,005,2024-07-31,36.1
02d,005,2024-08-31,159.68
02d,005,2024-09-30,89.57
