project_id,material_id,planned_qty,delivery_date
02d,005,39.12,2026-08-31
02d,006,63.65,2025-10-31
02d,006,59.85,2025-11-30
02d,006,61.05,2025-12-31
02d,006,77.92,2026-01-31
02d,006,47.13,2026-02-28
02d,006,35.38,2026-03-31
02d,006,52.88,2026-04-30
02d,006,63.51,2026-05-31
02d,006,100.52,2026-06-30
02d,006,59.28,2026-07-31
02d,006,56.85,2026-08-31
02d,007,63.37,2025-10-31
02d,007,57.25,2025-11-30
02d,007,66.56,2025-12-31
02d,007,74.72,2026-01-31
02d,007,81.09,2026-02-28
02d,007,28.17,2026-03-31
02d,007,15.05,2026-04-30
02d,007,72.9,2026-05-31
02d,007,58.1,2026-06-30
02d,007,35.34,2026-07-31
02d,007,57.21,2026-08-31
02d,008,62.71,2025-10-31
02d,008,13.6,2025-11-30
02d,008,81.47,2025-12-31
02d,008,45.03,2026-01-31
02d,008,96.12,2026-02-28
02d,008,16.18,2026-03-31
02d,008,25.44,2026-04-30
02d,008,33.8,2026-05-31
02d,008,80.63,2026-06-30
02d,008,13.24,2026-07-31
02d,008,46.48,2026-08-31
02d,009,28.68,2025-10-31
02d,009,63.02,2025-11-30
02d,009,83.69,2025-12-31
02d,009,74.58,2026-01-31
02d,009,20.35,2026-02-28
02d,009,35.0,2026-03-31
02d,009,58.18,2026-04-30
02d,009,89.03,2026-05-31
02d,009,86.33,2026-06-30
02d,009,31.06,2026-07-31
02d,009,23.26,2026-08-31
02d,010,19.02,2025-10-31
02d,010,70.51,2025-11-30
02d,010,97.1,2025-12-31
02d,010,41.73,2026-01-31
02d,010,44.28,2026-02-28
02d,010,62.67,2026-03-31
02d,010,78.23,2026-04-30
02d,010,58.8,2026-05-31
02d,010,69.0,2026-06-30
02d,010,66.89,2026-07-31
02d,010,49.01,2026-08-31
02d,001,57.19,2025-10-31
02d,001,85.79,2025-11-30
02d,001,11.87,2025-12-31
02d,001,78.52,2026-01-31
02d,001,77.45,2026-02-28
02d,001,65.12,2026-03-31
02d,001,27.06,2026-04-30
02d,001,12.35,2026-05-31
02d,001,78.97,2026-06-30
02d,001,65.08,2026-07-31
02d,001,30.15,2026-08-31
02d,002,23.7,2025-10-31
02d,002,39.59,2025-11-30
02d,002,77.82,2025-12-31
02d,002,102.68,2026-01-31
02d,002,68.71,2026-02-28
02d,002,15.18,2026-03-31
02d,002,70.2,2026-04-30
02d,002,57.64,2026-05-31
02d,002,15.08,2026-06-30
02d,002,99.32,2026-07-31
02d,002,47.41,2026-08-31
02d,003,37.68,2025-10-31
02d,003,107.5,2025-11-30
02d,003,92.51,2025-12-31
02d,003,25.21,2026-01-31
02d,003,67.73,2026-02-28
02d,003,61.74,2026-03-31
02d,003,18.57,2026-04-30
02d,003,34.97,2026-05-31
02d,003,64.37,2026-06-30
02d,003,68.47,2026-07-31
02d,003,62.76,2026-08-31
02d,004,14.32,2025-10-31
02d,004,51.81,2025-11-30
02d,004,61.95,2025-12-31
02d,004,87.18,2026-01-31
02d,004,59.68,2026-02-28
02d,004,76.74,2026-03-31
02d,004,80.67,2026-04-30
02d,004,67.05,2026-05-31
02d,004,108.21,2026-06-30
02d,004,32.88,2026-07-31
02d,004,14.15,2026-08-31
02d,005,68.08,2025-10-31
02d,005,83.86,2025-11-30
02d,005,75.03,2025-12-31
02d,005,51.34,2026-01-31
02d,005,40.74,2026-02-28
02d,005,56.77,2026-03-31
02d,005,25.07,2026-04-30
02d,005,48.98,2026-05-31
02d,005,97.16,2026-06-30
02d,005,21.5,2026-07-31
02d,005,15.89,2026-08-31
02d,006,30.1,2025-10-31
02d,006,45.72,2025-11-30
02d,006,75.84,2025-12-31
02d,006,43.74,2026-01-31
02d,006,73.32,2026-02-28
02d,006,82.91,2026-03-31
02d,006,50.74,2026-04-30
02d,006,72.13,2026-05-31
02d,006,42.67,2026-06-30
02d,006,51.63,2026-07-31
02d,006,98.14,2026-08-31
02d,007,16.87,2025-10-31
02d,007,33.14,2025-11-30
02d,007,58.61,2025-12-31
02d,007,80.74,2026-01-31
02d,007,13.21,2026-02-28
02d,007,37.73,2026-03-31
02d,007,49.33,2026-04-30
02d,007,15.61,2026-05-31
02d,007,13.09,2026-06-30
02d,007,16.97,2026-07-31
02d,007,65.71,2026-08-31
02d,008,19.83,2025-10-31
02d,008,41.12,2025-11-30
02d,008,29.77,2025-12-31
02d,008,72.89,2026-01-31
02d,008,43.5,2026-02-28
02d,008,107.44,2026-03-31
02d,008,12.74,2026-04-30
02d,008,70.78,2026-05-31
02d,008,89.63,2026-06-30
02d,008,53.88,2026-07-31
02d,008,51.14,2026-08-31
02d,009,48.1,2025-10-31
02d,009,80.17,2025-11-30
02d,009,87.92,2025-12-31
02d,009,29.59,2026-01-31
02d,009,23.35,2026-02-28
02d,009,49.42,2026-03-31
02d,009,62.9,2026-04-30
02d,009,58.3,2026-05-31
02d,009,55.0,2026-06-30
02d,009,68.83,2026-07-31
02d,009,65.41,2026-08-31
02d,010,84.45,2025-10-31
02d,010,87.94,2025-11-30
02d,010,89.89,2025-12-31
02d,010,51.7,2026-01-31
02d,010,91.4,2026-02-28
02d,010,84.97,2026-03-31
02d,010,67.28,2026-04-30
02d,010,14.45,2026-05-31
02d,010,23.87,2026-06-30
02d,010,48.88,2026-07-31
02d,010,68.92,2026-08-31
02d,001,12.92,2025-10-31
02d,001,74.37,2025-11-30
02d,001,39.46,2025-12-31
02d,001,53.72,2026-01-31
02d,001,46.17,2026-02-28
02d,001,78.81,2026-03-31
02d,001,19.62,2026-04-30
02d,001,39.48,2026-05-31
02d,001,31.39,2026-06-30
02d,001,81.11,2026-07-31
02d,001,88.54,2026-08-31
02d,002,14.19,2025-10-31
02d,002,34.0,2025-11-30
02d,002,81.31,2025-12-31
02d,002,75.67,2026-01-31
02d,002,82.08,2026-02-28
02d,002,63.42,2026-03-31
02d,002,49.38,2026-04-30
02d,002,116.66,2026-05-31
02d,002,77.13,2026-06-30
02d,002,30.04,2026-07-31
02d,002,44.05,2026-08-31
02d,003,38.96,2025-10-31
02d,003,53.34,2025-11-30
02d,003,54.45,2025-12-31
02d,003,102.28,2026-01-31
02d,003,87.85,2026-02-28
02d,003,82.92,2026-03-31
02d,003,81.14,2026-04-30
02d,003,90.94,2026-05-31
02d,003,60.6,2026-06-30
02d,003,51.35,2026-07-31
02d,003,43.59,2026-08-31
02d,004,39.16,2025-10-31
02d,004,81.7,2025-11-30
02d,004,12.32,2025-12-31
02d,004,32.1,2026-01-31
02d,004,65.92,2026-02-28
02d,004,43.74,2026-03-31
02d,004,44.31,2026-04-30
02d,004,57.98,2026-05-31
02d,004,64.65,2026-06-30
02d,004,30.62,2026-07-31
02d,004,57.36,2026-08-31
02d,005,104.52,2025-10-31
02d,005,27.72,2025-11-30
02d,005,43.53,2025-12-31
02d,005,21.22,2026-01-31
02d,005,56.28,2026-02-28
02d,005,109.77,2026-03-31
02d,005,24.84,2026-04-30
02d,005,75.66,2026-05-31
02d,005,65.28,2026-06-30
02d,005,33.24,2026-07-31
02d,005,42.72,2026-08-31
02d,006,52.19,2025-10-31
02d,006,58.28,2025-11-30
02d,006,75.78,2025-12-31
02d,006,112.61,2026-01-31
02d,006,111.2,2026-02-28
02d,006,72.3,2026-03-31
02d,006,25.67,2026-04-30
02d,006,19.81,2026-05-31
02d,006,39.32,2026-06-30
02d,006,28.56,2026-07-31
02d,006,89.51,2026-08-31
02d,007,38.86,2025-10-31
02d,007,38.3,2025-11-30
02d,007,27.31,2025-12-31
02d,007,65.97,2026-01-31
02d,007,96.65,2026-02-28
02d,007,89.85,2026-03-31
02d,007,79.96,2026-04-30
02d,007,80.19,2026-05-31
02d,007,92.78,2026-06-30
02d,007,48.57,2026-07-31
02d,007,105.66,2026-08-31
02d,008,60.68,2025-10-31
02d,008,66.8,2025-11-30
02d,008,63.85,2025-12-31
02d,008,52.57,2026-01-31
02d,008,63.02,2026-02-28
02d,008,81.07,2026-03-31
02d,008,90.96,2026-04-30
02d,008,21.29,2026-05-31
02d,008,76.51,2026-06-30
02d,008,10.58,2026-07-31
02d,008,47.64,2026-08-31
02d,009,51.03,2025-10-31
02d,009,63.28,2025-11-30
02d,009,96.41,2025-12-31
02d,009,12.57,2026-01-31
02d,009,88.15,2026-02-28
02d,009,83.85,2026-03-31
02d,009,43.26,2026-04-30
02d,009,69.23,2026-05-31
02d,009,60.68,2026-06-30
02d,009,63.61,2026-07-31
02d,009,67.19,2026-08-31
02d,010,51.11,2025-10-31
02d,010,61.25,2025-11-30
02d,010,95.98,2025-12-31
02d,010,58.23,2026-01-31
02d,010,45.67,2026-02-28
02d,010,18.03,2026-03-31
02d,010,53.53,2026-04-30
02d,010,117.74,2026-05-31
02d,010,90.47,2026-06-30
02d,010,71.66,2026-07-31
02d,010,82.28,2026-08-31
02d,001,47.25,2025-10-31
02d,001,113.06,2025-11-30
02d,001,68.69,2025-12-31
02d,001,39.7,2026-01-31
02d,001,21.77,2026-02-28
02d,001,104.05,2026-03-31
02d,001,96.97,2026-04-30
02d,001,85.1,2026-05-31
02d,001,53.12,2026-06-30
02d,001,82.2,2026-07-31
02d,001,37.02,2026-08-31
02d,002,31.65,2025-10-31
02d,002,59.36,2025-11-30
02d,002,55.77,2025-12-31
02d,002,49.99,2026-01-31
02d,002,41.85,2026-02-28
02d,002,22.15,2026-03-31
02d,002,20.21,2026-04-30
02d,002,37.48,2026-05-31
02d,002,13.14,2026-06-30
02d,002,101.63,2026-07-31
02d,002,65.91,2026-08-31
02d,003,62.61,2025-10-31
02d,003,17.73,2025-11-30
02d,003,42.34,2025-12-31
02d,003,92.6,2026-01-31
02d,003,12.51,2026-02-28
02d,003,21.34,2026-03-31
02d,003,101.03,2026-04-30
02d,003,85.61,2026-05-31
02d,003,56.12,2026-06-30
02d,003,80.54,2026-07-31
02d,003,89.01,2026-08-31
02d,004,62.79,2025-10-31
02d,004,87.0,2025-11-30
02d,004,72.19,2025-12-31
02d,004,110.7,2026-01-31
02d,004,28.67,2026-02-28
02d,004,71.06,2026-03-31
02d,004,28.31,2026-04-30
02d,004,104.79,2026-05-31
02d,004,73.51,2026-06-30
02d,004,56.5,2026-07-31
02d,004,48.82,2026-08-31
02d,005,19.77,2025-10-31
02d,005,40.04,2025-11-30
02d,005,40.33,2025-12-31
02d,005,66.51,2026-01-31
02d,005,27.35,2026-02-28
02d,005,69.52,2026-03-31
02d,005,86.95,2026-04-30
02d,005,31.11,2026-05-31
02d,005,19.0,2026-06-30
02d,005,28.23,2026-07-31
02d,005,67.46,2026-08-31
02d,006,10.67,2025-10-31
02d,006,66.67,2025-11-30
02d,006,23.25,2025-12-31
02d,006,22.77,2026-01-31
02d,006,39.02,2026-02-28
02d,006,79.4,2026-03-31
02d,006,65.03,2026-04-30
02d,006,56.48,2026-05-31
02d,006,100.42,2026-06-30
02d,006,79.02,2026-07-31
02d,006,49.89,2026-08-31
02d,007,78.61,2025-10-31
02d,007,52.03,2025-11-30
02d,007,62.25,2025-12-31
02d,007,18.26,2026-01-31
02d,007,65.5,2026-02-28
02d,007,26.49,2026-03-31
02d,007,24.95,2026-04-30
02d,007,117.16,2026-05-31
02d,007,60.85,2026-06-30
02d,007,16.09,2026-07-31
02d,007,38.42,2026-08-31
02d,008,57.01,2025-10-31
02d,008,54.97,2025-11-30
02d,008,75.63,2025-12-31
02d,008,59.68,2026-01-31
02d,008,51.58,2026-02-28
02d,008,25.06,2026-03-31
02d,008,45.95,2026-04-30
02d,008,13.06,2026-05-31
02d,008,36.39,2026-06-30
02d,008,100.37,2026-07-31
02d,008,65.36,2026-08-31
02d,009,82.69,2025-10-31
02d,009,72.15,2025-11-30
02d,009,48.23,2025-12-31
02d,009,81.04,2026-01-31
02d,009,46.2,2026-02-28
02d,009,27.32,2026-03-31
02d,009,28.35,2026-04-30
02d,009,86.78,2026-05-31
02d,009,94.21,2026-06-30
02d,009,20.18,2026-07-31
02d,009,12.82,2026-08-31
02d,010,12.55,2025-10-31
02d,010,39.61,2025-11-30
02d,010,61.25,2025-12-31
02d,010,25.22,2026-01-31
02d,010,63.86,2026-02-28
02d,010,50.39,2026-03-31
02d,010,100.89,2026-04-30
02d,010,32.66,2026-05-31
02d,010,12.49,2026-06-30
02d,010,69.67,2026-07-31
02d,010,86.23,2026-08-31
02d,001,30.14,2025-10-31
02d,001,109.97,2025-11-30
02d,001,50.0,2025-12-31
02d,001,21.37,2026-01-31
02d,001,38.29,2026-02-28
02d,001,30.16,2026-03-31
02d,001,54.54,2026-04-30
02d,001,36.89,2026-05-31
02d,001,80.74,2026-06-30
02d,001,51.03,2026-07-31
02d,001,11.93,2026-08-31
02d,002,78.71,2025-10-31
02d,002,86.69,2025-11-30
02d,002,10.65,2025-12-31
02d,002,25.09,2026-01-31
02d,002,81.68,2026-02-28
02d,002,33.11,2026-03-31
02d,002,18.07,2026-04-30
02d,002,50.63,2026-05-31
02d,002,74.08,2026-06-30
02d,002,36.09,2026-07-31
02d,002,19.06,2026-08-31
02d,003,45.75,2025-10-31
02d,003,90.91,2025-11-30
02d,003,28.96,2025-12-31
02d,003,65.19,2026-01-31
02d,003,91.12,2026-02-28
02d,003,14.59,2026-03-31
02d,003,44.78,2026-04-30
02d,003,76.91,2026-05-31
02d,003,52.13,2026-06-30
02d,003,47.4,2026-07-31
02d,003,29.95,2026-08-31
02d,004,42.09,2025-10-31
02d,004,10.91,2025-11-30
02d,004,79.69,2025-12-31
02d,004,17.54,2026-01-31
02d,004,68.47,2026-02-28
02d,004,64.89,2026-03-31
02d,004,63.95,2026-04-30
02d,004,29.46,2026-05-31
02d,004,80.08,2026-06-30
02d,004,70.66,2026-07-31
02d,004,74.72,2026-08-31
02d,005,76.25,2025-10-31
02d,005,43.23,2025-11-30
02d,005,61.82,2025-12-31
02d,005,88.48,2026-01-31
02d,005,47.78,2026-02-28
02d,005,79.93,2026-03-31
02d,005,65.59,2026-04-30
02d,005,56.81,2026-05-31
02d,005,95.96,2026-06-30
02d,005,18.37,2026-07-31
02d,005,92.2,2026-08-31
02d,006,64.03,2025-10-31
02d,006,45.42,2025-11-30
02d,006,66.63,2025-12-31
02d,006,26.02,2026-01-31
02d,006,12.98,2026-02-28
02d,006,81.11,2026-03-31
02d,006,56.79,2026-04-30
02d,006,81.53,2026-05-31
02d,006,30.38,2026-06-30
02d,006,43.07,2026-07-31
02d,006,21.26,2026-08-31
02d,007,105.79,2025-10-31
02d,007,68.09,2025-11-30
02d,007,13.63,2025-12-31
02d,007,47.3,2026-01-31
02d,007,57.66,2026-02-28
02d,007,13.44,2026-03-31
02d,007,80.39,2026-04-30
02d,007,70.95,2026-05-31
02d,007,69.24,2026-06-30
02d,007,81.01,2026-07-31
02d,007,100.2,2026-08-31
02d,008,87.72,2025-10-31
02d,008,19.02,2025-11-30
02d,008,92.61,2025-12-31
02d,008,19.11,2026-01-31
02d,008,98.18,2026-02-28
02d,008,25.57,2026-03-31
02d,008,16.35,2026-04-30
02d,008,48.17,2026-05-31
02d,008,26.25,2026-06-30
02d,008,25.77,2026-07-31
02d,008,19.09,2026-08-31
02d,009,39.94,2025-10-31
02d,009,46.79,2025-11-30
02d,009,25.0,2025-12-31
02d,009,93.41,2026-01-31
02d,009,57.21,2026-02-28
02d,009,25.78,2026-03-31
02d,009,62.84,2026-04-30
02d,009,76.56,2026-05-31
02d,009,14.89,2026-06-30
02d,009,102.63,2026-07-31
02d,009,76.83,2026-08-31
02d,010,48.94,2025-10-31
02d,010,16.74,2025-11-30
02d,010,17.78,2025-12-31
02d,010,23.21,2026-01-31
02d,010,45.74,2026-02-28
02d,010,49.76,2026-03-31
02d,010,34.05,2026-04-30
02d,010,71.23,2026-05-31
02d,010,87.07,2026-06-30
02d,010,70.47,2026-07-31
02d,010,12.45,2026-08-31
02d,001,13.24,2025-10-31
02d,001,91.14,2025-11-30
02d,001,59.78,2025-12-31
02d,001,85.85,2026-01-31
02d,001,79.59,2026-02-28
02d,001,57.47,2026-03-31
02d,001,21.04,2026-04-30
02d,001,100.47,2026-05-31
02d,001,86.52,2026-06-30
02d,001,65.14,2026-07-31
02d,001,84.91,2026-08-31
02d,002,86.16,2025-10-31
02d,002,61.55,2025-11-30
02d,002,65.88,2025-12-31
02d,002,81.48,2026-01-31
02d,002,38.58,2026-02-28
02d,002,22.53,2026-03-31
02d,002,27.29,2026-04-30
02d,002,44.55,2026-05-31
02d,002,52.51,2026-06-30
02d,002,32.87,2026-07-31
02d,002,59.73,2026-08-31
02d,003,56.38,2025-10-31
02d,003,14.92,2025-11-30
02d,003,56.02,2025-12-31
02d,003,52.22,2026-01-31
02d,003,46.0,2026-02-28
02d,003,92.6,2026-03-31
02d,003,58.18,2026-04-30
02d,003,90.82,2026-05-31
02d,003,59.08,2026-06-30
02d,003,24.96,2026-07-31
02d,003,37.33,2026-08-31
02d,004,90.98,2025-10-31
02d,004,104.98,2025-11-30
02d,004,65.03,2025-12-31
02d,004,82.65,2026-01-31
02d,004,36.77,2026-02-28
02d,004,43.62,2026-03-31
02d,004,72.59,2026-04-30
02d,004,91.89,2026-05-31
02d,004,20.05,2026-06-30
02d,004,21.15,2026-07-31
02d,004,68.32,2026-08-31
02d,005,39.57,2025-10-31
02d,005,53.07,2025-11-30
02d,005,27.23,2025-12-31
02d,005,81.18,2026-01-31
02d,005,100.33,2026-02-28
02d,005,43.92,2026-03-31
02d,005,47.03,2026-04-30
02d,005,59.92,2026-05-31
02d,005,12.94,2026-06-30
02d,005,29.65,2026-07-31
02d,005,66.09,2026-08-31
02d,006,53.94,2025-10-31
02d,006,73.76,2025-11-30
02d,006,79.27,2025-12-31
02d,006,86.09,2026-01-31
02d,006,21.56,2026-02-28
02d,006,95.09,2026-03-31
02d,006,80.75,2026-04-30
02d,006,84.15,2026-05-31
02d,006,99.23,2026-06-30
02d,006,78.85,2026-07-31
02d,006,28.23,2026-08-31
02d,007,97.78,2025-10-31
02d,007,43.99,2025-11-30
02d,007,99.02,2025-12-31
02d,007,12.34,2026-01-31
02d,007,39.07,2026-02-28
02d,007,70.5,2026-03-31
02d,007,22.34,2026-04-30
02d,007,30.68,2026-05-31
02d,007,101.85,2026-06-30
02d,007,116.58,2026-07-31
02d,007,82.67,2026-08-31
02d,008,22.49,2025-10-31
02d,008,71.68,2025-11-30
02d,008,74.18,2025-12-31
02d,008,24.85,2026-01-31
02d,008,35.76,2026-02-28
02d,008,35.3,2026-03-31
02d,008,66.9,2026-04-30
02d,008,86.39,2026-05-31
02d,008,61.8,2026-06-30
02d,008,46.07,2026-07-31
02d,008,13.22,2026-08-31
02d,009,60.58,2025-10-31
02d,009,20.97,2025-11-30
02d,009,60.92,2025-12-31
02d,009,94.29,2026-01-31
02d,009,72.95,2026-02-28
02d,009,55.61,2026-03-31
02d,009,37.57,2026-04-30
02d,009,76.58,2026-05-31
02d,009,45.93,2026-06-30
02d,009,25.64,2026-07-31
02d,009,50.85,2026-08-31
02d,010,35.07,2025-10-31
02d,010,38.64,2025-11-30
02d,010,9.61,2025-12-31
